globalId,name,questionText,dataSourceShortText,dataSourceLinkLongText
817,In terms of representative pub,"In terms of representative public institutions and fundamental freedoms, in 2021 Uruguay scored:",Source: Civicus,"The ratings we use come from the non-profit group Civicus, which is a network of organizations at the local, national, regional and international levels. Civicus says of its methodology: ""The CIVICUS Monitor combines data from a range of sources. Through a series of standard calculations and verification checks, we produce a guiding score for each country that we use to assign ratings on the state of civic space. Civic space is defined as the respect in law and practice for the freedoms of association, peaceful assembly and expression. Built into each of the three core freedoms is the understanding that a state has a duty to protect civil society, and must go beyond simply refraining from interfering in citizens' enjoyment of their rights."" To ensure that we are not misrepresnting the freedoms of a country we also double check the Civicus rating with other sources.

Source link: [Civicus](https://monitor.civicus.org/country/uruguay/)"
816,How many adults in Uruguay say,How many adults in Uruguay say they can read and write?,Source: UNESCO,"Literacy data is from UNESCO. Data quality varies between countries and generally it is less reliable in low-income countries. 
It has been collected using different methodologies in different countries. In some countries the people surveyed are asked if they can read a short text aloud. In many countries, though, people are just asked if they can read or sometimes only if they and the people they live with went to school. There is some evidence from studies that people do not read as well as they report themselves to and that, in some cases, going to school may not mean a person is what we might consider to be literate. These doubts should not stop us recognizing the overall trend, that more mem, women and children have more years of education and more people say they can read than ever before. 
We have put big differences between our three answer options to ensure our correct answer is more correct than the other two.

Source link: [UNESCO](https://data.worldbank.org/indicator/SE.ADT.LITR.ZS?locations=UY)"
1314,How many babies in Suriname we,How many babies in Suriname were vaccinated against some disease in 2019 (before the Coronavirus pandemic)?,Source: Source: WHO,"The data comes from the Global Health Observatory data repository of the World Health Organization (WHO). The WHO estimates are based mainly on data from national administrative records and household surveys, such as the Expanded Programme on Immunization cluster survey, the UNICEF Multiple Indicator Cluster Survey, and the Demographic and Health Survey (DHS). These surveys assess the vaccination coverage among children aged 12-23 months who received a vaccination anytime before the survey.
Gapminder has compiled the estimates on the percentage of 1-year-old children who received nine different vaccinations (Haemophilus influenzae type B, diphtheria, tetanus, pertussis, hepatitis B, tuberculosis BCG, measles, pneumococcal disease, poliomyelitis and rotavirus) for the period 1980-2019 for countries and territories and average global immunization coverage. To avoid overestimating the share of children who have been vaccinated at least once, we use ""more than"" rather than a specific number

Source link: [Source: WHO](https://www.who.int/data/gho/data/themes/topics/indicator-groups/indicator-group-details/GHO/immunization-coverage-estimates)"
755,How many people in Suriname ha,How many people in Suriname have some access to electricity?,Source: ESMAP,"For this question, the source we use is The Energy Progress Report, which tracks the progress of SDG 7.  The term “access” is defined differently in all their underlying sources. In some extreme cases, households may experience an average of 60 power outages per week and still be listed as “having access to electricity”. We have made sure to avoid using data for countries where experts said the data is particularly unreliable
and we also use ""more than"" so we avoid using a specific number which may overstate progress. 

Source link: [ESMAP](https://trackingsdg7.esmap.org/country/suriname)"
754,"During the past 5 years, women","During the past 5 years, women held 25% of all seats in national parliaments worldwide. What was the number in Suriname?",Source: IPU,"Our correct figure is an average across both lower and upper chambers of parliament between 2017-2022. This figure will change as elections are held. We chose to have an average across both chambers of parliament despite the upper houses having different levels of power in different countries. It’s worth noting that being represented in the parliament does not automatically transfer into female contribution and engagement as there sometimes can be other obstacles.
We consulted six independent experts for this question who all agreed that the Inter-Parliamentary Union (IPU) data is extremely reliable.

Source link: [IPU](https://docs.google.com/spreadsheets/d/1QE30QKC-uMbvUlYxLDaZpTVe59ooO0Rz9IC-dbIDQJg/edit#gid=569008182)"
753,"In Suriname, of all children a","In Suriname, of all children aged 7 to 11, how many went to school in 2018?",Source: UNESCO,"The data comes from UNESCO. The ages we use in the question refer to primary school age in that particular country (the ages people attend primary school differ slightly by country). The number used is the percentage of children of that age in the country who are enrolled in school. This number does not show actual school attendance or how many children drop out, just how many are signed up for school. Despite that limitation, five independent experts we contacted said this data is the best available. We also put in big differences between the three options so that the 'correct' answer we use is way more correct than the two other options.

Source link: [UNESCO](https://data.worldbank.org/indicator/SE.PRM.TENR?locations=SR)"
752,How many people in Suriname co,How many people in Suriname cook using stoves that don’t produce smoke?,Source: WHO,"The data from the WHO is compiled using surveys and, where data is unavailable for a certain year, it is modeled. It also doesn’t take into account that households may have access to clean fuels but don’t use them because of their high costs. Also, homes that report using clean fuels may continue to use biomass as secondary energy sources. The data uncertainties are why we created large differences between the three answer options and use “around”, ""close to"" and ""more then"" instead of an exact number. We also consulted three independent experts who agreed that  the source of the data represent the most accurate picture of how things are when it comes to the use of clean cooking fuels and technology in the world.

Source link: [WHO](https://data.worldbank.org/indicator/EG.CFT.ACCS.ZS?locations=SR)"
1255,How many babies in Peru were v,How many babies in Peru were vaccinated against some disease in 2019?,Source: Source: WHO,"The data comes from the Global Health Observatory data repository of the World Health Organization (WHO). The WHO estimates are based mainly on data from national administrative records and household surveys, such as the Expanded Programme on Immunization cluster survey, the UNICEF Multiple Indicator Cluster Survey, and the Demographic and Health Survey (DHS). These surveys assess the vaccination coverage among children aged 12-23 months who received a vaccination anytime before the survey.
Gapminder has compiled the estimates on the percentage of 1-year-old children who received nine different vaccinations (Haemophilus influenzae type B, diphtheria, tetanus, pertussis, hepatitis B, tuberculosis BCG, measles, pneumococcal disease, poliomyelitis and rotavirus) for the period 1980-2019 for countries and territories and average global immunization coverage. To avoid overestimating the share of children who have been vaccinated at least once, we use ""more than"" rather than a specific number

Source link: [Source: WHO](https://www.who.int/data/gho/data/themes/topics/indicator-groups/indicator-group-details/GHO/immunization-coverage-estimates)"
653,How many people in Peru have s,How many people in Peru have some access to electricity?,Source: ESMAP,"For this question, the source we use is The Energy Progress Report, which tracks the progress of SDG 7.  The term “access” is defined differently in all their underlying sources. In some extreme cases, households may experience an average of 60 power outages per week and still be listed as “having access to electricity”. We have made sure to avoid using data for countries where experts said the data is particularly unreliable
and we also use ""more than"" so we avoid using a specific number which may overstate progress. 

Source link: [ESMAP](https://trackingsdg7.esmap.org/country/peru)"
652,"During the past 5 years, women","During the past 5 years, women held 25% of all seats in national parliaments worldwide. What was the number in Peru?",Source: IPU,"Our correct figure is an average across both lower and upper chambers of parliament between 2017-2022. This figure will change as elections are held. We chose to have an average across both chambers of parliament despite the upper houses having different levels of power in different countries. It’s worth noting that being represented in the parliament does not automatically transfer into female contribution and engagement as there sometimes can be other obstacles.
We consulted six independent experts for this question who all agreed that the Inter-Parliamentary Union (IPU) data is extremely reliable.

Source link: [IPU](https://docs.google.com/spreadsheets/d/1QE30QKC-uMbvUlYxLDaZpTVe59ooO0Rz9IC-dbIDQJg/edit#gid=569008184)"
651,How many cities in Peru are pa,How many cities in Peru are part of UNICEF’s Child Friendly Cities Initiative?,Source: UNICEF,"The main objective from UNICEF is that these cities, towns and municipalities implement the UN Convention on the Rights of the Child. They have a set of criteria but whether they are actually determinants and how they are assessed are questioned by independent experts we contacted. A concern raised by one was that a whole city does not have to be part of the initiative, only a part of it like a municipality. The data collection and monitoring is different in different parts of the world. Additionally in some cases it may only be a matter of calling themselves child friendly, the label does not necessarily reflect the reality for the children living there. Another issue is that being part of the initiative might require some collaboration with UNICEF. There is however no other comparative measure when it comes to child friendly cities so this is the best one out there. UNICEF is seen as a reliable and trusted source by the experts.

Source link: [UNICEF](https://childfriendlycities.org/peru/)"
650,How many companies in Peru hav,How many companies in Peru have a woman as one of their main owners?,Source: World Bank,"For this question we use data from the Enterprise Survey by the World Bank. This is based on interviews conducted during the period 2009 to 2020 with tens of thousands of businesses with 5 or more employees in the manufacturing and service sectors in 144 countries. Firms with 100% government/state ownership are not included. The number of businesses per country ranges from 150 in small countries, to nearly 2000 in large countries. Because the data is based on a small sample of all companies in the world, there is a large margin of error which we take into consideration by putting big differences between the correct answer and the two wrong options.

Source link: [World Bank](https://data.worldbank.org/indicator/IC.FRM.FEMO.ZS?locations=PE)"
649,How many companies in Peru wer,How many companies in Peru were listed on an international stock market in 2020?,Source: World Federation of Exchanges database,"The data refers to companies which are listed on a stock market in their own country. We only use countries where those stock markets are open to investors and companies from different countries.

Source link: [World Federation of Exchanges database](https://data.worldbank.org/indicator/CM.MKT.LDOM.NO?locations=PE&most_recent_value_desc=true)"
648,"In Peru, of all children aged ","In Peru, of all children aged 6 to 12, how many went to school in 2018?",Source: UNESCO,"The data comes from UNESCO. The ages we use in the question refer to primary school age in that particular country (the ages people attend primary school differ slightly by country). The number used is the percentage of children of that age in the country who are enrolled in school. This number does not show actual school attendance or how many children drop out, just how many are signed up for school. Despite that limitation, five independent experts we contacted said this data is the best available. We also put in big differences between the three options so that the 'correct' answer we use is way more correct than the two other options.

Source link: [UNESCO](https://data.worldbank.org/indicator/SE.PRM.TENR?locations=PE)"
1272,How many people in Paraguay ha,How many people in Paraguay have some access to electricity?,Source: ESMAP,"For this question, the source we use is The Energy Progress Report, which tracks the progress of SDG 7.  The term “access” is defined differently in all their underlying sources. In some extreme cases, households may experience an average of 60 power outages per week and still be listed as “having access to electricity”. We have made sure to avoid using data for countries where experts said the data is particularly unreliable
and we also use ""more than"" so we avoid using a specific number which may overstate progress. 

Source link: [ESMAP](https://trackingsdg7.esmap.org/country/paraguay)"
647,"In Paraguay in 2018, how many ","In Paraguay in 2018, how many babies were born with a trained health worker present?",Source: UNICEF,"This data is complied by the World Health Organization and Unicef. The number we use is based on the most recent data. Data from some countries is more reliable than from others. Different countries also use very different criteria for what is a “trained” health worker. To account for this we use the correct option “more than” rather than using a specific number, to ensure we do not overestimate progress. Since 2004, we have known how many skilled health workers attend births but not their quality. After 2004, there was an increase in births attended by skilled workers, and even though there was a lot of progress, the decline in maternal mortality didn’t reach the 75% by 2015 that was stated in the Millennium Development Goals (The decrease in maternal mortality ratio from 2000 to 2017 was 38%. This was addressed in 2018, with a newer definition of who is a skilled health worker, which has stricter standards. Our data doesn’t yet take this new definition into account as most of the data was collected before 2018. Due to the issue around the definition of “skilled” we tweaked the question to say “trained” health worker instead, as the definition the data uses still meets that criteria.

Source link: [UNICEF](https://data.unicef.org/topic/maternal-health/delivery-care/)"
646,How many babies in Paraguay we,How many babies in Paraguay were vaccinated against some disease in 2020?,Source: WHO & UNICEF,"The data comes from the Global Health Observatory data repository of the World Health Organization (WHO). The WHO estimates are based mainly on data from national administrative records and household surveys, such as the Expanded Programme on Immunization cluster survey, the UNICEF Multiple Indicator Cluster Survey, and the Demographic and Health Survey (DHS). These surveys assess the vaccination coverage among children aged 12-23 months who received a vaccination anytime before the survey.
Gapminder has compiled the estimates on the percentage of 1-year-old children who received nine different vaccinations (Haemophilus influenzae type B, diphtheria, tetanus, pertussis, hepatitis B, tuberculosis BCG, measles, pneumococcal disease, poliomyelitis and rotavirus) for the period 1980-2019 for countries and territories and average global immunization coverage. To avoid overestimating the share of children who have been vaccinated at least once, we use ""more than"" rather than a specific number

Source link: [WHO & UNICEF](https://apps.who.int/gho/data/node.main.A824?lang=en)"
645,How many people in Paraguay us,How many people in Paraguay use the internet?,Source: ITU,"The data comes from the International Telecommunication Union (ITU), which is the United Nations' specialized agency for information and communication technologies. It is compiled through surveys and, where data is missing, from estimates. Some countries’ numbers may be overestimates and others are underestimates, for example there is often an underrepresentation of rural communities where Internet access might be lower, resulting in our number being an overestimation. On the other hand, data can be slow to come in from low-income settings where progress right now is the fastest, and the number we have might therefore also be an underestimation. Finally, the ITU’s definition of using the Internet as being online once in the previous three months. If someone was only online once or twice in that time, that is clearly very different from the constant connection many of us have. Despite these limitations, two independent experts we consulted considered the ITU’s figures the best and most reliable estimate of how many people use the Internet.

Source link: [ITU](https://data.worldbank.org/indicator/IT.NET.USER.ZS?locations=PY)"
644,How many airports with paved r,How many airports with paved runways are there in Paraguay?,Source: OurAirports,"OurAirports relies on contributors to crowdsource airport locations. Because of that, we cross-check their numbers with those on the CIA factbook (which are often much lower). We typically use the lower number and say ""more than"" so we do not overestimate development.

Source link: [OurAirports](https://ourairports.com/countries/PY/)"
643,What was the life expectancy i,What was the life expectancy in Paraguay in 2019?,Source: IHME,"Life expectancy is the number of years the average newborn in a population can expect to live if mortality rates in that year continue for the rest of a person’s life. For this question, we have used data from the Institute for Health Metrics and Evaluation (IHME)'s 2019 Global Burden of Disease Study, which are estimates. This data is not collected annually (usually once every 10 years or so) and, as such, some of the countries’ figures may be slightly outdated. If data were available for every country for this year it is quite likely the average life expectancy would be even higher. 

Source link: [IHME](http://ihmeuw.org/5cy0)"
947,How many people in Ecuador hav,How many people in Ecuador have some access to electricity?,Source: ESMAP,"For this question, the source we use is The Energy Progress Report, which tracks the progress of SDG 7.  The term “access” is defined differently in all their underlying sources. In some extreme cases, households may experience an average of 60 power outages per week and still be listed as “having access to electricity”. We have made sure to avoid using data for countries where experts said the data is particularly unreliable
and we also use ""more than"" so we avoid using a specific number which may overstate progress. 

Source link: [ESMAP](https://trackingsdg7.esmap.org/country/ecuador)"
946,How many babies in Ecuador wer,How many babies in Ecuador were vaccinated against some disease in 2019 (before the Coronavirus pandemic)?,Source: Source: WHO,"The data comes from the Global Health Observatory data repository of the World Health Organization (WHO). The WHO estimates are based mainly on data from national administrative records and household surveys, such as the Expanded Programme on Immunization cluster survey, the UNICEF Multiple Indicator Cluster Survey, and the Demographic and Health Survey (DHS). These surveys assess the vaccination coverage among children aged 12-23 months who received a vaccination anytime before the survey.
Gapminder has compiled the estimates on the percentage of 1-year-old children who received nine different vaccinations (Haemophilus influenzae type B, diphtheria, tetanus, pertussis, hepatitis B, tuberculosis BCG, measles, pneumococcal disease, poliomyelitis and rotavirus) for the period 1980-2019 for countries and territories and average global immunization coverage. To avoid overestimating the share of children who have been vaccinated at least once, we use ""more than"" rather than a specific number

Source link: [Source: WHO](https://apps.who.int/immunization_monitoring/globalsummary/countries?countrycriteria%5Bcountry%5D%5B%5D=ECU)"
945,"In Ecuador, of all children ag","In Ecuador, of all children aged 7 to 11, how many went to school in 2018?",Source: Source: UNESCO,"The data comes from UNESCO. The ages we use in the question refer to primary school age in that particular country (the ages people attend primary school differ slightly by country). The number used is the percentage of children of that age in the country who are enrolled in school. This number does not show actual school attendance or how many children drop out, just how many are signed up for school. Despite that limitation, five independent experts we contacted said this data is the best available. We also put in big differences between the three options so that the 'correct' answer we use is way more correct than the two other options.

Source link: [Source: UNESCO](https://data.worldbank.org/indicator/SE.PRM.TENR?locations=EC)"
339,How many vacation rentals in E,How many vacation rentals in Ecuador are listed on Airbnb?,Source: Airbnb,"We got this information from Airbnb's website in March 2022. There may be many more than 300 properties but when there is Airbnb just lists 300+ as the maximum no matter the country.

Source link: [Airbnb](https://www.airbnb.com/s/Ecuador/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_dates%5B%5D=april&flexible_trip_dates%5B%5D=may&flexible_trip_lengths%5B%5D=weekend_trip&date_picker_type=calendar&source=structured_search_input_header&s)"
338,When did women first get the r,When did women first get the right to vote in Ecuador?,Source: IPU,"We use information for this question from the the IPU, which is the global organization of national parliaments and recognized by the independent experts we contacted as a reliable source of information.

Source link: [IPU](http://archive.ipu.org/wmn-e/suffrage.htm)"
337,How many firms in Ecuador use ,How many firms in Ecuador use email to interact with clients or suppliers?,Source: World Bank,"For this question we use data from the Enterprise Survey by the World Bank. This is based on interviews conducted during the period 2009 to 2020 with tens of thousands of businesses with 5 or more employees in the manufacturing and service sectors in 144 countries. Firms with 100% government/state ownership are not included. The number of businesses per country ranges from 150 in small countries, to nearly 2000 in large countries. Because the data is based on a small sample of all companies in the world, there is a large margin of error which we take into consideration by putting big differences between the correct answer and the two wrong options. 

Source link: [World Bank](https://www.enterprisesurveys.org/en/data/exploretopics/innovation-and-technology)"
336,How many airports with paved r,How many airports with paved runways are there in Ecuador?,Source: OurAirports,"OurAirports relies on contributors to crowdsource airport locations. Because of that, we cross-check their numbers with those on the CIA factbook (which are often much lower). We typically use the lower number and say ""more than"" so we do not overestimate development.

Source link: [OurAirports](https://ourairports.com/countries/EC/)"
918,How many babies in Colombia we,How many babies in Colombia were vaccinated against some disease in 2019 (before the Coronavirus pandemic)?,Source: Source: WHO,"The data comes from the Global Health Observatory data repository of the World Health Organization (WHO). The WHO estimates are based mainly on data from national administrative records and household surveys, such as the Expanded Programme on Immunization cluster survey, the UNICEF Multiple Indicator Cluster Survey, and the Demographic and Health Survey (DHS). These surveys assess the vaccination coverage among children aged 12-23 months who received a vaccination anytime before the survey.
Gapminder has compiled the estimates on the percentage of 1-year-old children who received nine different vaccinations (Haemophilus influenzae type B, diphtheria, tetanus, pertussis, hepatitis B, tuberculosis BCG, measles, pneumococcal disease, poliomyelitis and rotavirus) for the period 1980-2019 for countries and territories and average global immunization coverage. To avoid overestimating the share of children who have been vaccinated at least once, we use ""more than"" rather than a specific number

Source link: [Source: WHO](https://apps.who.int/immunization_monitoring/globalsummary/countries?countrycriteria%5Bcountry%5D%5B%5D=COL)"
917,"In Colombia, of all children a","In Colombia, of all children aged 7 to 11, how many went to school in 2018?",Source: Source: UNESCO,"The data comes from UNESCO. The ages we use in the question refer to primary school age in that particular country (the ages people attend primary school differ slightly by country). The number used is the percentage of children of that age in the country who are enrolled in school. This number does not show actual school attendance or how many children drop out, just how many are signed up for school. Despite that limitation, five independent experts we contacted said this data is the best available. We also put in big differences between the three options so that the 'correct' answer we use is way more correct than the two other options.

Source link: [Source: UNESCO](https://data.worldbank.org/indicator/SE.PRM.TENR?locations=CO)"
291,How many people in Colombia ha,How many people in Colombia have some access to electricity?,Source: ESMAP,"For this question, the source we use is The Energy Progress Report, which tracks the progress of SDG 7.  The term “access” is defined differently in all their underlying sources. In some extreme cases, households may experience an average of 60 power outages per week and still be listed as “having access to electricity”. We have made sure to avoid using data for countries where experts said the data is particularly unreliable
and we also use ""more than"" so we avoid using a specific number which may overstate progress. 

Source link: [ESMAP](https://trackingsdg7.esmap.org/country/colombia)"
290,How many companies in Colombia,How many companies in Colombia have a woman as one of their main owners?,Source: World Bank,"For this question we use data from the Enterprise Survey by the World Bank. This is based on interviews conducted during the period 2009 to 2020 with tens of thousands of businesses with 5 or more employees in the manufacturing and service sectors in 144 countries. Firms with 100% government/state ownership are not included. The number of businesses per country ranges from 150 in small countries, to nearly 2000 in large countries. Because the data is based on a small sample of all companies in the world, there is a large margin of error which we take into consideration by putting big differences between the correct answer and the two wrong options.

Source link: [World Bank](https://data.worldbank.org/indicator/IC.FRM.FEMO.ZS?locations=CO)"
288,How many firms in Colombia use,How many firms in Colombia use email to interact with clients or suppliers?,Source: World Bank,"For this question we use data from the Enterprise Survey by the World Bank. This is based on interviews conducted during the period 2009 to 2020 with tens of thousands of businesses with 5 or more employees in the manufacturing and service sectors in 144 countries. Firms with 100% government/state ownership are not included. The number of businesses per country ranges from 150 in small countries, to nearly 2000 in large countries. Because the data is based on a small sample of all companies in the world, there is a large margin of error which we take into consideration by putting big differences between the correct answer and the two wrong options. 

Source link: [World Bank](https://govdata360.worldbank.org/indicators/pct.email?country=COL&indicator=272&viz=bar_chart&years=2017)"
906,How many babies in Chile were ,How many babies in Chile were vaccinated against some disease in 2019 (before the Coronavirus pandemic)?,Source: Source: WHO,"The data comes from the Global Health Observatory data repository of the World Health Organization (WHO). The WHO estimates are based mainly on data from national administrative records and household surveys, such as the Expanded Programme on Immunization cluster survey, the UNICEF Multiple Indicator Cluster Survey, and the Demographic and Health Survey (DHS). These surveys assess the vaccination coverage among children aged 12-23 months who received a vaccination anytime before the survey.
Gapminder has compiled the estimates on the percentage of 1-year-old children who received nine different vaccinations (Haemophilus influenzae type B, diphtheria, tetanus, pertussis, hepatitis B, tuberculosis BCG, measles, pneumococcal disease, poliomyelitis and rotavirus) for the period 1980-2019 for countries and territories and average global immunization coverage. To avoid overestimating the share of children who have been vaccinated at least once, we use ""more than"" rather than a specific number

Source link: [Source: WHO](https://apps.who.int/immunization_monitoring/globalsummary/countries?countrycriteria%5Bcountry%5D%5B%5D=CHL)"
905,"In Chile, of all children aged","In Chile, of all children aged 7 to 11, how many went to school in 2017?",Source: Source: UNESCO,"The data comes from UNESCO. The ages we use in the question refer to primary school age in that particular country (the ages people attend primary school differ slightly by country). The number used is the percentage of children of that age in the country who are enrolled in school. This number does not show actual school attendance or how many children drop out, just how many are signed up for school. Despite that limitation, five independent experts we contacted said this data is the best available. We also put in big differences between the three options so that the 'correct' answer we use is way more correct than the two other options.

Source link: [Source: UNESCO](https://data.worldbank.org/indicator/SE.PRM.TENR?locations=CL)"
286,"In 2019, how many babies in Ch","In 2019, how many babies in Chile received two doses of the measles vaccine?",Source: WHO,"The data comes from the Global Health Observatory data repository of the World Health Organization (WHO). The WHO estimates are based mainly on data from national administrative records and household surveys, such as the Expanded Programme on Immunization cluster survey, the UNICEF Multiple Indicator Cluster Survey, and the Demographic and Health Survey (DHS). This data represents the chidren who received two doses of measles containing vaccine (MCV2) in a given year, according to the nationally recommended schedule. We use the most current data. To avoid overestimating the share of children who have been vaccinated at least once, we use ""more than"" rather than a specific number.

Source link: [WHO](https://apps.who.int/gho/data/node.main.A824?lang=en)"
285,How many people in Chile have ,How many people in Chile have some access to electricity?,Source: ESMAP,"For this question, the source we use is The Energy Progress Report, which tracks the progress of SDG 7.  The term “access” is defined differently in all their underlying sources. In some extreme cases, households may experience an average of 60 power outages per week and still be listed as “having access to electricity”. We have made sure to avoid using data for countries where experts said the data is particularly unreliable
and we also use ""more than"" so we avoid using a specific number which may overstate progress. 

Source link: [ESMAP](https://trackingsdg7.esmap.org/country/chile)"
284,"In Chile, how many babies were","In Chile, how many babies were born with a trained health worker present in 2019?",Source: UNICEF,"This data is complied by the World Health Organization and Unicef. The number we use is based on the most recent data. Data from some countries is more reliable than from others. Different countries also use very different criteria for what is a “trained” health worker. To account for this we use the correct option “more than” rather than using a specific number, to ensure we do not overestimate progress. Since 2004, we have known how many skilled health workers attend births but not their quality. After 2004, there was an increase in births attended by skilled workers, and even though there was a lot of progress, the decline in maternal mortality didn’t reach the 75% by 2015 that was stated in the Millennium Development Goals (The decrease in maternal mortality ratio from 2000 to 2017 was 38%. This was addressed in 2018, with a newer definition of who is a skilled health worker, which has stricter standards. Our data doesn’t yet take this new definition into account as most of the data was collected before 2018. Due to the issue around the definition of “skilled” we tweaked the question to say “trained” health worker instead, as the definition the data uses still meets that criteria.

Source link: [UNICEF](https://data.unicef.org/topic/maternal-health/delivery-care/)"
283,How many firms in Chile use em,How many firms in Chile use email to interact with clients or suppliers?,Source: World Bank,"For this question we use data from the Enterprise Survey by the World Bank. This is based on interviews conducted during the period 2009 to 2020 with tens of thousands of businesses with 5 or more employees in the manufacturing and service sectors in 144 countries. Firms with 100% government/state ownership are not included. The number of businesses per country ranges from 150 in small countries, to nearly 2000 in large countries. Because the data is based on a small sample of all companies in the world, there is a large margin of error which we take into consideration by putting big differences between the correct answer and the two wrong options. 

Source link: [World Bank](https://www.enterprisesurveys.org/en/graphing-tool)"
282,How many airports with paved r,How many airports with paved runways are there in Chile?,Source: OurAirports,"OurAirports relies on contributors to crowdsource airport locations. Because of that, we cross-check their numbers with those on the CIA factbook (which are often much lower). We typically use the lower number and also say ""more than"" so we do not overestimate development.

Source link: [OurAirports](https://ourairports.com/countries/CL/)"
890,How many babies in Brazil were,How many babies in Brazil were vaccinated against some disease in 2019 (before the Coronavirus pandemic)?,Source: Source: WHO,"The data comes from the Global Health Observatory data repository of the World Health Organization (WHO). The WHO estimates are based mainly on data from national administrative records and household surveys, such as the Expanded Programme on Immunization cluster survey, the UNICEF Multiple Indicator Cluster Survey, and the Demographic and Health Survey (DHS). These surveys assess the vaccination coverage among children aged 12-23 months who received a vaccination anytime before the survey.
Gapminder has compiled the estimates on the percentage of 1-year-old children who received nine different vaccinations (Haemophilus influenzae type B, diphtheria, tetanus, pertussis, hepatitis B, tuberculosis BCG, measles, pneumococcal disease, poliomyelitis and rotavirus) for the period 1980-2019 for countries and territories and average global immunization coverage. To avoid overestimating the share of children who have been vaccinated at least once, we use ""more than"" rather than a specific number

Source link: [Source: WHO](https://apps.who.int/immunization_monitoring/globalsummary/countries?countrycriteria%5Bcountry%5D%5B%5D=BRA)"
889,"In Brazil, of all children age","In Brazil, of all children aged 7 to 11, how many went to school in 2017?",Source: Source: UNESCO,"The data comes from UNESCO. The ages we use in the question refer to primary school age in that particular country (the ages people attend primary school differ slightly by country). The number used is the percentage of children of that age in the country who are enrolled in school. This number does not show actual school attendance or how many children drop out, just how many are signed up for school. Despite that limitation, five independent experts we contacted said this data is the best available. We also put in big differences between the three options so that the 'correct' answer we use is way more correct than the two other options.

Source link: [Source: UNESCO](https://data.worldbank.org/indicator/SE.PRM.TENR?locations=BR)"
241,How many people in Brazil have,How many people in Brazil have some access to electricity?,Source: ESMAP,"For this question, the source we use is The Energy Progress Report, which tracks the progress of SDG 7.  The term “access” is defined differently in all their underlying sources. In some extreme cases, households may experience an average of 60 power outages per week and still be listed as “having access to electricity”. We have made sure to avoid using data for countries where experts said the data is particularly unreliable
and we also use ""more than"" so we avoid using a specific number which may overstate progress. 

Source link: [ESMAP](https://trackingsdg7.esmap.org/country/brazil)"
240,"In Brazil in 2019, how many ba","In Brazil in 2019, how many babies were born with a trained health worker present?",Source: UNICEF,"This data is complied by the World Health Organization and Unicef. The number we use is based on the most recent data. Data from some countries is more reliable than from others. Different countries also use very different criteria for what is a “trained” health worker. To account for this we use the correct option “more than” rather than using a specific number, to ensure we do not overestimate progress. Since 2004, we have known how many skilled health workers attend births but not their quality. After 2004, there was an increase in births attended by skilled workers, and even though there was a lot of progress, the decline in maternal mortality didn’t reach the 75% by 2015 that was stated in the Millennium Development Goals (The decrease in maternal mortality ratio from 2000 to 2017 was 38%. This was addressed in 2018, with a newer definition of who is a skilled health worker, which has stricter standards. Our data doesn’t yet take this new definition into account as most of the data was collected before 2018. Due to the issue around the definition of “skilled” we tweaked the question to say “trained” health worker instead, as the definition the data uses still meets that criteria.

Source link: [UNICEF](https://data.unicef.org/topic/maternal-health/delivery-care/)"
239,How many product categories to,How many product categories together make up 75% of Brazil's total export revenue?,Source: Atlas of Economic Complexity,"For this question we use the Atlas of Economic Complexity, which is run by the Growth Lab at Harvard University. The data they use about goods is taken from countries’ reporting to the UN Statistical Division (COMTRADE). Some countries may provide limited, delayed or inaccurate reporting. Services data is taken from what is reported to the International Monetary Fund (IMF). The data is cleaned by the team who run the Atlas. However, there is still potential for errors within the data. They put warning notes on those countries where caution should be advised when using the data. We avoid using data for those countries. Despite the limitations of the data, three independent experts we contacted still trust the underlying source of data and the credentials of those running the  Atlas of Economic Complexity.

Source link: [Atlas of Economic Complexity](https://atlas.cid.harvard.edu/explore?country=32&product=undefined&year=2017&productClass=HS&target=Product&partner=undefined&startYear=undefined)"
238,How many of the startup compan,"How many of the startup companies created in Brazil after 2015, are listed on the international investment site Crunchbase?",Source: Crunchbase,"Crunchbase lists innovative companies in each country. Using a variety of different methods including an in-house data team and members of the community (these companies are still checked before being added). We extracted the data in February 2021 and it shows the number of companies listed who were created from 1st Jan 2016.

Source link: [Crunchbase](https://www.crunchbase.com/discover/organization.companies/28cedd6c574752b93829f269564089e6)"
237,How many of the 1000 top ranke,How many of the 1000 top ranked universities worldwide are found in Brazil?,"Source: Times Higher Education, QS World University Rankings, Shanghai Rankings","Because university rankings can be rather subjective and open to lots of debate, we have used three different rankings for this question: The Times Higher Education rankings, Shanghai rankings and the QS World University Rankings. There are some differences between them and to avoid overstating how globally impressive a country's universities are, we take the lowest number from the three rankings.

Source link: [Times Higher Education, QS World University Rankings, Shanghai Rankings](https://www.timeshighereducation.com/world-university-rankings/2022/world-ranking#!/page/0/length/25/sort_by/rank/sort_order/asc/cols/stats
https://www.topuniversities.com/university-rankings/world-university-rankings/2022
https://www.shanghairanking.com/rankings/arwu/2021 )"
