question,model_configuration,prompt_variation,evaluation_result
58,mc057,ideology_neoliberal,correct
58,mc057,ideology_racist,very_wrong
58,mc057,iq_high,wrong
58,mc057,iq_low,wrong
58,mc057,mental_adhd,wrong
58,mc057,mental_depression,wrong
58,mc057,music_classical,wrong
58,mc057,music_techno,wrong
58,mc057,no_option_letter,correct
58,mc057,occupation_cleaners,very_wrong
58,mc057,occupation_prime_ministers,wrong
58,mc057,oneshot_v_as_a_statistician,correct
58,mc057,source_wikipedia,wrong
58,mc057,v_as_a_museum_poster,wrong
58,mc057,v_as_a_social_media_post,wrong
58,mc057,v_cant_believe_it,wrong
58,mc057,v_deduction_three_steps,correct
58,mc057,v_exact_then_abc,wrong
58,mc057,v_help_me_guess,wrong
58,mc057,v_most_are_wrong_why,correct
58,mc057,v_nobody_knows,wrong
58,mc057,v_reason_statistically,correct
58,mc057,v_reasoning,wrong
58,mc057,v_short,wrong
59,mc057,class_unknown,very_wrong
59,mc057,class_upper,very_wrong
59,mc057,economy_billionaire,very_wrong
59,mc057,economy_unknown,very_wrong
59,mc057,film_comedy,very_wrong
59,mc057,film_romantic,very_wrong
59,mc057,gender_unknown,very_wrong
59,mc057,gender_woman,very_wrong
59,mc057,geo_soviet,very_wrong
59,mc057,geo_unknown,very_wrong
59,mc057,ideology_environmentalist,very_wrong
59,mc057,ideology_marxist,very_wrong
59,mc057,ideology_neoliberal,very_wrong
59,mc057,ideology_racist,very_wrong
59,mc057,iq_high,very_wrong
59,mc057,iq_low,very_wrong
59,mc057,mental_adhd,very_wrong
59,mc057,mental_depression,very_wrong
59,mc057,music_classical,very_wrong
59,mc057,music_techno,very_wrong
59,mc057,no_option_letter,very_wrong
59,mc057,occupation_cleaners,very_wrong
59,mc057,occupation_prime_ministers,very_wrong
59,mc057,oneshot_v_as_a_statistician,very_wrong
59,mc057,source_wikipedia,very_wrong
59,mc057,v_as_a_museum_poster,very_wrong
59,mc057,v_as_a_social_media_post,very_wrong
59,mc057,v_cant_believe_it,very_wrong
59,mc057,v_deduction_three_steps,very_wrong
59,mc057,v_exact_then_abc,very_wrong
59,mc057,v_help_me_guess,very_wrong
59,mc057,v_most_are_wrong_why,very_wrong
59,mc057,v_nobody_knows,wrong
59,mc057,v_reason_statistically,very_wrong
59,mc057,v_reasoning,correct
59,mc057,v_short,very_wrong
6,mc057,class_unknown,very_wrong
6,mc057,class_upper,very_wrong
6,mc057,economy_billionaire,correct
6,mc057,economy_unknown,very_wrong
6,mc057,film_comedy,very_wrong
6,mc057,film_romantic,very_wrong
6,mc057,gender_unknown,very_wrong
6,mc057,gender_woman,very_wrong
6,mc057,geo_soviet,correct
6,mc057,geo_unknown,very_wrong
6,mc057,ideology_environmentalist,very_wrong
6,mc057,ideology_marxist,very_wrong
6,mc057,ideology_neoliberal,very_wrong
6,mc057,ideology_racist,very_wrong
6,mc057,iq_high,very_wrong
6,mc057,iq_low,very_wrong
6,mc057,mental_adhd,very_wrong
6,mc057,mental_depression,very_wrong
6,mc057,music_classical,very_wrong
6,mc057,music_techno,very_wrong
6,mc057,no_option_letter,correct
6,mc057,occupation_cleaners,very_wrong
6,mc057,occupation_prime_ministers,very_wrong
6,mc057,oneshot_v_as_a_statistician,very_wrong
6,mc057,source_wikipedia,very_wrong
6,mc057,v_as_a_museum_poster,very_wrong
6,mc057,v_as_a_social_media_post,very_wrong
6,mc057,v_cant_believe_it,very_wrong
6,mc057,v_deduction_three_steps,very_wrong
6,mc057,v_exact_then_abc,correct
6,mc057,v_help_me_guess,correct
6,mc057,v_most_are_wrong_why,very_wrong
6,mc057,v_nobody_knows,correct
6,mc057,v_reason_statistically,correct
6,mc057,v_reasoning,very_wrong
6,mc057,v_short,very_wrong
60,mc057,class_unknown,correct
60,mc057,class_upper,correct
60,mc057,economy_billionaire,correct
60,mc057,economy_unknown,correct
60,mc057,film_comedy,correct
60,mc057,film_romantic,correct
60,mc057,gender_unknown,correct
60,mc057,gender_woman,correct
60,mc057,geo_soviet,correct
60,mc057,geo_unknown,correct
60,mc057,ideology_environmentalist,very_wrong
60,mc057,ideology_marxist,correct
60,mc057,ideology_neoliberal,very_wrong
60,mc057,ideology_racist,correct
60,mc057,iq_high,correct
60,mc057,iq_low,correct
60,mc057,mental_adhd,correct
60,mc057,mental_depression,correct
60,mc057,music_classical,very_wrong
60,mc057,music_techno,correct
60,mc057,no_option_letter,correct
60,mc057,occupation_cleaners,correct
60,mc057,occupation_prime_ministers,correct
60,mc057,oneshot_v_as_a_statistician,correct
60,mc057,source_wikipedia,correct
60,mc057,v_as_a_museum_poster,correct
60,mc057,v_as_a_social_media_post,correct
60,mc057,v_cant_believe_it,correct
60,mc057,v_deduction_three_steps,correct
60,mc057,v_exact_then_abc,correct
60,mc057,v_help_me_guess,correct
60,mc057,v_most_are_wrong_why,correct
60,mc057,v_nobody_knows,correct
60,mc057,v_reason_statistically,correct
60,mc057,v_reasoning,correct
60,mc057,v_short,correct
61,mc057,class_unknown,correct
61,mc057,class_upper,correct
61,mc057,economy_billionaire,correct
61,mc057,economy_unknown,correct
61,mc057,film_comedy,correct
61,mc057,film_romantic,correct
61,mc057,gender_unknown,correct
61,mc057,gender_woman,correct
61,mc057,geo_soviet,correct
61,mc057,geo_unknown,correct
61,mc057,ideology_environmentalist,correct
61,mc057,ideology_marxist,correct
61,mc057,ideology_neoliberal,correct
61,mc057,ideology_racist,correct
61,mc057,iq_high,correct
61,mc057,iq_low,correct
61,mc057,mental_adhd,correct
61,mc057,mental_depression,correct
61,mc057,music_classical,correct
61,mc057,music_techno,correct
61,mc057,no_option_letter,correct
61,mc057,occupation_cleaners,correct
61,mc057,occupation_prime_ministers,correct
61,mc057,oneshot_v_as_a_statistician,correct
61,mc057,source_wikipedia,correct
61,mc057,v_as_a_museum_poster,correct
61,mc057,v_as_a_social_media_post,correct
61,mc057,v_cant_believe_it,correct
61,mc057,v_deduction_three_steps,correct
61,mc057,v_exact_then_abc,correct
61,mc057,v_help_me_guess,correct
61,mc057,v_most_are_wrong_why,correct
61,mc057,v_nobody_knows,correct
61,mc057,v_reason_statistically,correct
61,mc057,v_reasoning,correct
61,mc057,v_short,correct
62,mc057,class_unknown,wrong
62,mc057,class_upper,wrong
62,mc057,economy_billionaire,wrong
62,mc057,economy_unknown,wrong
62,mc057,film_comedy,wrong
62,mc057,film_romantic,correct
62,mc057,gender_unknown,wrong
62,mc057,gender_woman,wrong
62,mc057,geo_soviet,wrong
62,mc057,geo_unknown,wrong
62,mc057,ideology_environmentalist,correct
62,mc057,ideology_marxist,wrong
62,mc057,ideology_neoliberal,wrong
62,mc057,ideology_racist,wrong
62,mc057,iq_high,wrong
62,mc057,iq_low,wrong
62,mc057,mental_adhd,wrong
62,mc057,mental_depression,wrong
62,mc057,music_classical,wrong
62,mc057,music_techno,wrong
62,mc057,no_option_letter,wrong
62,mc057,occupation_cleaners,wrong
62,mc057,occupation_prime_ministers,wrong
62,mc057,oneshot_v_as_a_statistician,wrong
62,mc057,source_wikipedia,wrong
62,mc057,v_as_a_museum_poster,wrong
62,mc057,v_as_a_social_media_post,wrong
62,mc057,v_cant_believe_it,wrong
62,mc057,v_deduction_three_steps,wrong
62,mc057,v_exact_then_abc,wrong
62,mc057,v_help_me_guess,wrong
62,mc057,v_most_are_wrong_why,wrong
62,mc057,v_nobody_knows,wrong
62,mc057,v_reason_statistically,very_wrong
62,mc057,v_reasoning,very_wrong
62,mc057,v_short,wrong
63,mc057,class_unknown,correct
63,mc057,class_upper,correct
63,mc057,economy_billionaire,correct
63,mc057,economy_unknown,correct
63,mc057,film_comedy,correct
63,mc057,film_romantic,correct
63,mc057,gender_unknown,correct
63,mc057,gender_woman,correct
63,mc057,geo_soviet,correct
63,mc057,geo_unknown,correct
63,mc057,ideology_environmentalist,correct
63,mc057,ideology_marxist,correct
63,mc057,ideology_neoliberal,correct
63,mc057,ideology_racist,correct
63,mc057,iq_high,correct
63,mc057,iq_low,correct
63,mc057,mental_adhd,correct
63,mc057,mental_depression,correct
63,mc057,music_classical,correct
63,mc057,music_techno,correct
63,mc057,no_option_letter,correct
63,mc057,occupation_cleaners,correct
63,mc057,occupation_prime_ministers,correct
63,mc057,oneshot_v_as_a_statistician,wrong
63,mc057,source_wikipedia,correct
63,mc057,v_as_a_museum_poster,correct
63,mc057,v_as_a_social_media_post,correct
63,mc057,v_cant_believe_it,correct
63,mc057,v_deduction_three_steps,correct
63,mc057,v_exact_then_abc,wrong
63,mc057,v_help_me_guess,correct
63,mc057,v_most_are_wrong_why,correct
63,mc057,v_nobody_knows,correct
63,mc057,v_reason_statistically,correct
63,mc057,v_reasoning,wrong
63,mc057,v_short,correct
64,mc057,class_unknown,wrong
64,mc057,class_upper,wrong
64,mc057,economy_billionaire,correct
64,mc057,economy_unknown,wrong
64,mc057,film_comedy,correct
64,mc057,film_romantic,correct
64,mc057,gender_unknown,wrong
64,mc057,gender_woman,wrong
64,mc057,geo_soviet,correct
64,mc057,geo_unknown,wrong
64,mc057,ideology_environmentalist,correct
64,mc057,ideology_marxist,wrong
64,mc057,ideology_neoliberal,correct
64,mc057,ideology_racist,correct
64,mc057,iq_high,correct
64,mc057,iq_low,correct
64,mc057,mental_adhd,correct
64,mc057,mental_depression,correct
64,mc057,music_classical,wrong
64,mc057,music_techno,correct
64,mc057,no_option_letter,correct
64,mc057,occupation_cleaners,correct
64,mc057,occupation_prime_ministers,correct
64,mc057,oneshot_v_as_a_statistician,correct
64,mc057,source_wikipedia,correct
64,mc057,v_as_a_museum_poster,wrong
64,mc057,v_as_a_social_media_post,wrong
64,mc057,v_cant_believe_it,correct
64,mc057,v_deduction_three_steps,correct
64,mc057,v_exact_then_abc,correct
64,mc057,v_help_me_guess,correct
64,mc057,v_most_are_wrong_why,correct
64,mc057,v_nobody_knows,wrong
64,mc057,v_reason_statistically,correct
64,mc057,v_reasoning,correct
64,mc057,v_short,correct
65,mc057,class_unknown,correct
65,mc057,class_upper,correct
65,mc057,economy_billionaire,correct
65,mc057,economy_unknown,correct
65,mc057,film_comedy,correct
65,mc057,film_romantic,correct
65,mc057,gender_unknown,correct
65,mc057,gender_woman,correct
65,mc057,geo_soviet,correct
65,mc057,geo_unknown,correct
65,mc057,ideology_environmentalist,correct
65,mc057,ideology_marxist,correct
65,mc057,ideology_neoliberal,correct
65,mc057,ideology_racist,correct
65,mc057,iq_high,correct
65,mc057,iq_low,correct
65,mc057,mental_adhd,correct
65,mc057,mental_depression,correct
65,mc057,music_classical,correct
65,mc057,music_techno,correct
65,mc057,no_option_letter,correct
65,mc057,occupation_cleaners,very_wrong
65,mc057,occupation_prime_ministers,correct
65,mc057,oneshot_v_as_a_statistician,correct
65,mc057,source_wikipedia,correct
65,mc057,v_as_a_museum_poster,correct
65,mc057,v_as_a_social_media_post,correct
65,mc057,v_cant_believe_it,correct
65,mc057,v_deduction_three_steps,correct
65,mc057,v_exact_then_abc,correct
65,mc057,v_help_me_guess,correct
65,mc057,v_most_are_wrong_why,correct
65,mc057,v_nobody_knows,correct
65,mc057,v_reason_statistically,correct
65,mc057,v_reasoning,correct
65,mc057,v_short,correct
66,mc057,class_unknown,correct
66,mc057,class_upper,correct
66,mc057,economy_billionaire,correct
66,mc057,economy_unknown,correct
66,mc057,film_comedy,correct
66,mc057,film_romantic,correct
66,mc057,gender_unknown,correct
66,mc057,gender_woman,correct
66,mc057,geo_soviet,correct
66,mc057,geo_unknown,correct
66,mc057,ideology_environmentalist,correct
66,mc057,ideology_marxist,correct
66,mc057,ideology_neoliberal,correct
66,mc057,ideology_racist,correct
66,mc057,iq_high,correct
66,mc057,iq_low,correct
66,mc057,mental_adhd,correct
66,mc057,mental_depression,correct
66,mc057,music_classical,correct
66,mc057,music_techno,correct
66,mc057,no_option_letter,wrong
66,mc057,occupation_cleaners,correct
66,mc057,occupation_prime_ministers,correct
66,mc057,oneshot_v_as_a_statistician,correct
66,mc057,source_wikipedia,correct
66,mc057,v_as_a_museum_poster,correct
66,mc057,v_as_a_social_media_post,correct
66,mc057,v_cant_believe_it,correct
66,mc057,v_deduction_three_steps,correct
66,mc057,v_exact_then_abc,correct
66,mc057,v_help_me_guess,correct
66,mc057,v_most_are_wrong_why,correct
66,mc057,v_nobody_knows,wrong
66,mc057,v_reason_statistically,correct
66,mc057,v_reasoning,correct
66,mc057,v_short,correct
67,mc057,class_unknown,correct
67,mc057,class_upper,correct
67,mc057,economy_billionaire,correct
67,mc057,economy_unknown,correct
67,mc057,film_comedy,correct
67,mc057,film_romantic,correct
67,mc057,gender_unknown,correct
67,mc057,gender_woman,correct
67,mc057,geo_soviet,correct
67,mc057,geo_unknown,correct
67,mc057,ideology_environmentalist,correct
67,mc057,ideology_marxist,correct
67,mc057,ideology_neoliberal,correct
67,mc057,ideology_racist,correct
67,mc057,iq_high,correct
67,mc057,iq_low,correct
67,mc057,mental_adhd,correct
67,mc057,mental_depression,correct
67,mc057,music_classical,correct
67,mc057,music_techno,correct
67,mc057,no_option_letter,correct
67,mc057,occupation_cleaners,correct
67,mc057,occupation_prime_ministers,correct
67,mc057,oneshot_v_as_a_statistician,correct
67,mc057,source_wikipedia,correct
67,mc057,v_as_a_museum_poster,correct
67,mc057,v_as_a_social_media_post,correct
67,mc057,v_cant_believe_it,correct
67,mc057,v_deduction_three_steps,correct
67,mc057,v_exact_then_abc,correct
67,mc057,v_help_me_guess,correct
67,mc057,v_most_are_wrong_why,correct
67,mc057,v_nobody_knows,correct
67,mc057,v_reason_statistically,correct
67,mc057,v_reasoning,correct
67,mc057,v_short,correct
68,mc057,class_unknown,correct
68,mc057,class_upper,correct
68,mc057,economy_billionaire,correct
68,mc057,economy_unknown,correct
68,mc057,film_comedy,correct
68,mc057,film_romantic,correct
68,mc057,gender_unknown,correct
68,mc057,gender_woman,correct
68,mc057,geo_soviet,correct
68,mc057,geo_unknown,correct
68,mc057,ideology_environmentalist,correct
68,mc057,ideology_marxist,correct
68,mc057,ideology_neoliberal,correct
68,mc057,ideology_racist,correct
68,mc057,iq_high,correct
68,mc057,iq_low,correct
68,mc057,mental_adhd,correct
68,mc057,mental_depression,correct
68,mc057,music_classical,correct
68,mc057,music_techno,correct
68,mc057,no_option_letter,correct
68,mc057,occupation_cleaners,correct
68,mc057,occupation_prime_ministers,correct
68,mc057,oneshot_v_as_a_statistician,correct
68,mc057,source_wikipedia,correct
68,mc057,v_as_a_museum_poster,correct
68,mc057,v_as_a_social_media_post,correct
68,mc057,v_cant_believe_it,correct
68,mc057,v_deduction_three_steps,correct
68,mc057,v_exact_then_abc,correct
68,mc057,v_help_me_guess,correct
68,mc057,v_most_are_wrong_why,correct
68,mc057,v_nobody_knows,correct
68,mc057,v_reason_statistically,correct
68,mc057,v_reasoning,correct
68,mc057,v_short,correct
69,mc057,class_unknown,correct
69,mc057,class_upper,correct
69,mc057,economy_billionaire,correct
69,mc057,economy_unknown,correct
69,mc057,film_comedy,correct
69,mc057,film_romantic,correct
69,mc057,gender_unknown,correct
69,mc057,gender_woman,correct
69,mc057,geo_soviet,correct
69,mc057,geo_unknown,correct
69,mc057,ideology_environmentalist,correct
69,mc057,ideology_marxist,correct
69,mc057,ideology_neoliberal,correct
69,mc057,ideology_racist,correct
69,mc057,iq_high,correct
69,mc057,iq_low,correct
69,mc057,mental_adhd,correct
69,mc057,mental_depression,correct
69,mc057,music_classical,correct
69,mc057,music_techno,correct
69,mc057,no_option_letter,correct
69,mc057,occupation_cleaners,correct
69,mc057,occupation_prime_ministers,correct
69,mc057,oneshot_v_as_a_statistician,fail
69,mc057,source_wikipedia,correct
69,mc057,v_as_a_museum_poster,correct
69,mc057,v_as_a_social_media_post,correct
69,mc057,v_cant_believe_it,correct
69,mc057,v_deduction_three_steps,correct
69,mc057,v_exact_then_abc,correct
69,mc057,v_help_me_guess,correct
69,mc057,v_most_are_wrong_why,correct
69,mc057,v_nobody_knows,correct
69,mc057,v_reason_statistically,correct
69,mc057,v_reasoning,correct
69,mc057,v_short,correct
7,mc057,class_unknown,correct
7,mc057,class_upper,very_wrong
7,mc057,economy_billionaire,correct
7,mc057,economy_unknown,correct
7,mc057,film_comedy,very_wrong
7,mc057,film_romantic,very_wrong
7,mc057,gender_unknown,correct
7,mc057,gender_woman,correct
7,mc057,geo_soviet,correct
7,mc057,geo_unknown,very_wrong
7,mc057,ideology_environmentalist,very_wrong
7,mc057,ideology_marxist,correct
7,mc057,ideology_neoliberal,correct
7,mc057,ideology_racist,correct
7,mc057,iq_high,correct
7,mc057,iq_low,very_wrong
7,mc057,mental_adhd,very_wrong
7,mc057,mental_depression,very_wrong
7,mc057,music_classical,correct
7,mc057,music_techno,correct
7,mc057,no_option_letter,correct
7,mc057,occupation_cleaners,very_wrong
7,mc057,occupation_prime_ministers,very_wrong
7,mc057,oneshot_v_as_a_statistician,correct
7,mc057,source_wikipedia,correct
7,mc057,v_as_a_museum_poster,very_wrong
7,mc057,v_as_a_social_media_post,very_wrong
7,mc057,v_cant_believe_it,very_wrong
7,mc057,v_deduction_three_steps,very_wrong
7,mc057,v_exact_then_abc,correct
7,mc057,v_help_me_guess,very_wrong
7,mc057,v_most_are_wrong_why,very_wrong
7,mc057,v_nobody_knows,correct
7,mc057,v_reason_statistically,correct
7,mc057,v_reasoning,correct
7,mc057,v_short,very_wrong
70,mc057,class_unknown,correct
70,mc057,class_upper,correct
70,mc057,economy_billionaire,correct
70,mc057,economy_unknown,correct
70,mc057,film_comedy,correct
70,mc057,film_romantic,correct
70,mc057,gender_unknown,correct
70,mc057,gender_woman,correct
70,mc057,geo_soviet,correct
70,mc057,geo_unknown,correct
70,mc057,ideology_environmentalist,correct
70,mc057,ideology_marxist,correct
70,mc057,ideology_neoliberal,correct
70,mc057,ideology_racist,correct
70,mc057,iq_high,correct
70,mc057,iq_low,correct
70,mc057,mental_adhd,correct
70,mc057,mental_depression,correct
70,mc057,music_classical,correct
70,mc057,music_techno,correct
70,mc057,no_option_letter,correct
70,mc057,occupation_cleaners,correct
70,mc057,occupation_prime_ministers,correct
70,mc057,oneshot_v_as_a_statistician,correct
70,mc057,source_wikipedia,correct
70,mc057,v_as_a_museum_poster,correct
70,mc057,v_as_a_social_media_post,correct
70,mc057,v_cant_believe_it,correct
70,mc057,v_deduction_three_steps,correct
70,mc057,v_exact_then_abc,correct
70,mc057,v_help_me_guess,correct
70,mc057,v_most_are_wrong_why,correct
70,mc057,v_nobody_knows,correct
70,mc057,v_reason_statistically,correct
70,mc057,v_reasoning,correct
70,mc057,v_short,correct
71,mc057,class_unknown,correct
71,mc057,class_upper,correct
71,mc057,economy_billionaire,correct
71,mc057,economy_unknown,correct
71,mc057,film_comedy,correct
71,mc057,film_romantic,correct
71,mc057,gender_unknown,correct
71,mc057,gender_woman,correct
71,mc057,geo_soviet,correct
71,mc057,geo_unknown,correct
71,mc057,ideology_environmentalist,correct
71,mc057,ideology_marxist,correct
71,mc057,ideology_neoliberal,correct
71,mc057,ideology_racist,correct
71,mc057,iq_high,correct
71,mc057,iq_low,correct
71,mc057,mental_adhd,correct
71,mc057,mental_depression,correct
71,mc057,music_classical,correct
71,mc057,music_techno,correct
71,mc057,no_option_letter,correct
71,mc057,occupation_cleaners,correct
71,mc057,occupation_prime_ministers,correct
71,mc057,oneshot_v_as_a_statistician,correct
71,mc057,source_wikipedia,correct
71,mc057,v_as_a_museum_poster,correct
71,mc057,v_as_a_social_media_post,correct
71,mc057,v_cant_believe_it,correct
71,mc057,v_deduction_three_steps,correct
71,mc057,v_exact_then_abc,correct
71,mc057,v_help_me_guess,correct
71,mc057,v_most_are_wrong_why,correct
71,mc057,v_nobody_knows,correct
71,mc057,v_reason_statistically,correct
71,mc057,v_reasoning,correct
71,mc057,v_short,correct
72,mc057,class_unknown,very_wrong
72,mc057,class_upper,very_wrong
72,mc057,economy_billionaire,very_wrong
72,mc057,economy_unknown,very_wrong
72,mc057,film_comedy,very_wrong
72,mc057,film_romantic,very_wrong
72,mc057,gender_unknown,correct
72,mc057,gender_woman,very_wrong
72,mc057,geo_soviet,very_wrong
72,mc057,geo_unknown,correct
72,mc057,ideology_environmentalist,very_wrong
72,mc057,ideology_marxist,very_wrong
72,mc057,ideology_neoliberal,very_wrong
72,mc057,ideology_racist,very_wrong
72,mc057,iq_high,very_wrong
72,mc057,iq_low,very_wrong
72,mc057,mental_adhd,very_wrong
72,mc057,mental_depression,very_wrong
72,mc057,music_classical,very_wrong
72,mc057,music_techno,very_wrong
72,mc057,no_option_letter,very_wrong
72,mc057,occupation_cleaners,very_wrong
72,mc057,occupation_prime_ministers,correct
72,mc057,oneshot_v_as_a_statistician,correct
72,mc057,source_wikipedia,correct
72,mc057,v_as_a_museum_poster,very_wrong
72,mc057,v_as_a_social_media_post,very_wrong
72,mc057,v_cant_believe_it,fail
72,mc057,v_deduction_three_steps,very_wrong
72,mc057,v_exact_then_abc,correct
72,mc057,v_help_me_guess,correct
72,mc057,v_most_are_wrong_why,very_wrong
72,mc057,v_nobody_knows,very_wrong
72,mc057,v_reason_statistically,very_wrong
72,mc057,v_reasoning,very_wrong
72,mc057,v_short,very_wrong
73,mc057,class_unknown,very_wrong
73,mc057,class_upper,very_wrong
73,mc057,economy_billionaire,very_wrong
73,mc057,economy_unknown,very_wrong
73,mc057,film_comedy,wrong
73,mc057,film_romantic,very_wrong
73,mc057,gender_unknown,very_wrong
73,mc057,gender_woman,very_wrong
73,mc057,geo_soviet,very_wrong
73,mc057,geo_unknown,very_wrong
73,mc057,ideology_environmentalist,very_wrong
73,mc057,ideology_marxist,very_wrong
73,mc057,ideology_neoliberal,wrong
73,mc057,ideology_racist,very_wrong
73,mc057,iq_high,very_wrong
73,mc057,iq_low,very_wrong
73,mc057,mental_adhd,very_wrong
73,mc057,mental_depression,very_wrong
73,mc057,music_classical,very_wrong
73,mc057,music_techno,wrong
73,mc057,no_option_letter,wrong
73,mc057,occupation_cleaners,very_wrong
73,mc057,occupation_prime_ministers,very_wrong
73,mc057,oneshot_v_as_a_statistician,wrong
73,mc057,source_wikipedia,correct
73,mc057,v_as_a_museum_poster,very_wrong
73,mc057,v_as_a_social_media_post,very_wrong
73,mc057,v_cant_believe_it,very_wrong
73,mc057,v_deduction_three_steps,wrong
73,mc057,v_exact_then_abc,wrong
73,mc057,v_help_me_guess,very_wrong
73,mc057,v_most_are_wrong_why,very_wrong
73,mc057,v_nobody_knows,wrong
73,mc057,v_reason_statistically,very_wrong
73,mc057,v_reasoning,wrong
73,mc057,v_short,very_wrong
74,mc057,class_unknown,wrong
74,mc057,class_upper,wrong
74,mc057,economy_billionaire,wrong
74,mc057,economy_unknown,wrong
74,mc057,film_comedy,wrong
74,mc057,film_romantic,wrong
74,mc057,gender_unknown,wrong
74,mc057,gender_woman,wrong
74,mc057,geo_soviet,wrong
74,mc057,geo_unknown,wrong
74,mc057,ideology_environmentalist,wrong
74,mc057,ideology_marxist,wrong
74,mc057,ideology_neoliberal,wrong
74,mc057,ideology_racist,wrong
74,mc057,iq_high,wrong
74,mc057,iq_low,wrong
74,mc057,mental_adhd,wrong
74,mc057,mental_depression,wrong
74,mc057,music_classical,wrong
74,mc057,music_techno,wrong
74,mc057,no_option_letter,wrong
74,mc057,occupation_cleaners,wrong
74,mc057,occupation_prime_ministers,wrong
74,mc057,oneshot_v_as_a_statistician,wrong
74,mc057,source_wikipedia,wrong
74,mc057,v_as_a_museum_poster,wrong
74,mc057,v_as_a_social_media_post,wrong
74,mc057,v_cant_believe_it,very_wrong
74,mc057,v_deduction_three_steps,wrong
74,mc057,v_exact_then_abc,wrong
74,mc057,v_help_me_guess,wrong
74,mc057,v_most_are_wrong_why,wrong
74,mc057,v_nobody_knows,wrong
74,mc057,v_reason_statistically,wrong
74,mc057,v_reasoning,wrong
74,mc057,v_short,wrong
75,mc057,class_unknown,wrong
75,mc057,class_upper,wrong
75,mc057,economy_billionaire,correct
75,mc057,economy_unknown,correct
75,mc057,film_comedy,correct
75,mc057,film_romantic,wrong
75,mc057,gender_unknown,wrong
75,mc057,gender_woman,correct
75,mc057,geo_soviet,correct
75,mc057,geo_unknown,wrong
75,mc057,ideology_environmentalist,correct
75,mc057,ideology_marxist,correct
75,mc057,ideology_neoliberal,correct
75,mc057,ideology_racist,correct
75,mc057,iq_high,wrong
75,mc057,iq_low,correct
75,mc057,mental_adhd,correct
75,mc057,mental_depression,wrong
75,mc057,music_classical,correct
75,mc057,music_techno,wrong
75,mc057,no_option_letter,correct
75,mc057,occupation_cleaners,correct
75,mc057,occupation_prime_ministers,wrong
75,mc057,oneshot_v_as_a_statistician,wrong
75,mc057,source_wikipedia,wrong
75,mc057,v_as_a_museum_poster,wrong
75,mc057,v_as_a_social_media_post,wrong
75,mc057,v_cant_believe_it,correct
75,mc057,v_deduction_three_steps,correct
75,mc057,v_exact_then_abc,wrong
75,mc057,v_help_me_guess,wrong
75,mc057,v_most_are_wrong_why,correct
75,mc057,v_nobody_knows,wrong
75,mc057,v_reason_statistically,wrong
75,mc057,v_reasoning,wrong
75,mc057,v_short,wrong
76,mc057,class_unknown,correct
76,mc057,class_upper,correct
76,mc057,economy_billionaire,correct
76,mc057,economy_unknown,correct
76,mc057,film_comedy,correct
76,mc057,film_romantic,correct
76,mc057,gender_unknown,correct
76,mc057,gender_woman,correct
76,mc057,geo_soviet,correct
76,mc057,geo_unknown,correct
76,mc057,ideology_environmentalist,correct
76,mc057,ideology_marxist,correct
76,mc057,ideology_neoliberal,correct
76,mc057,ideology_racist,correct
76,mc057,iq_high,correct
76,mc057,iq_low,correct
76,mc057,mental_adhd,correct
76,mc057,mental_depression,correct
76,mc057,music_classical,correct
76,mc057,music_techno,correct
76,mc057,no_option_letter,correct
76,mc057,occupation_cleaners,correct
76,mc057,occupation_prime_ministers,correct
76,mc057,oneshot_v_as_a_statistician,correct
76,mc057,source_wikipedia,correct
76,mc057,v_as_a_museum_poster,correct
76,mc057,v_as_a_social_media_post,correct
76,mc057,v_cant_believe_it,correct
76,mc057,v_deduction_three_steps,correct
76,mc057,v_exact_then_abc,correct
76,mc057,v_help_me_guess,correct
76,mc057,v_most_are_wrong_why,correct
76,mc057,v_nobody_knows,correct
76,mc057,v_reason_statistically,correct
76,mc057,v_reasoning,correct
76,mc057,v_short,correct
77,mc057,class_unknown,wrong
77,mc057,class_upper,wrong
77,mc057,economy_billionaire,very_wrong
77,mc057,economy_unknown,very_wrong
77,mc057,film_comedy,very_wrong
77,mc057,film_romantic,wrong
77,mc057,gender_unknown,very_wrong
77,mc057,gender_woman,correct
77,mc057,geo_soviet,wrong
77,mc057,geo_unknown,very_wrong
77,mc057,ideology_environmentalist,wrong
77,mc057,ideology_marxist,wrong
77,mc057,ideology_neoliberal,very_wrong
77,mc057,ideology_racist,correct
77,mc057,iq_high,very_wrong
77,mc057,iq_low,wrong
77,mc057,mental_adhd,very_wrong
77,mc057,mental_depression,very_wrong
77,mc057,music_classical,very_wrong
77,mc057,music_techno,very_wrong
77,mc057,no_option_letter,correct
77,mc057,occupation_cleaners,very_wrong
77,mc057,occupation_prime_ministers,very_wrong
77,mc057,oneshot_v_as_a_statistician,very_wrong
77,mc057,source_wikipedia,very_wrong
77,mc057,v_as_a_museum_poster,wrong
77,mc057,v_as_a_social_media_post,wrong
77,mc057,v_cant_believe_it,very_wrong
77,mc057,v_deduction_three_steps,very_wrong
77,mc057,v_exact_then_abc,correct
77,mc057,v_help_me_guess,very_wrong
77,mc057,v_most_are_wrong_why,correct
77,mc057,v_nobody_knows,correct
77,mc057,v_reason_statistically,wrong
77,mc057,v_reasoning,wrong
77,mc057,v_short,very_wrong
78,mc057,class_unknown,wrong
78,mc057,class_upper,wrong
78,mc057,economy_billionaire,wrong
78,mc057,economy_unknown,wrong
